checklist,taxonID,exemplar id,canonicalName
0,35492152,5026,Naemorhedus swinhoei
0,35497764,73,Capricornis sumatraensis
0,35492151,73,Naemorhedus sumatraensis
0,35492193,73,Capricornis sumatraensis sumatraensis
0,35492174,74,Cephalophus weynsi
0,35498361,74,Cephalophus weynsi weynsi
0,35498362,75,Cephalophus weynsi johnstoni
0,35492170,76,Cephalophus ogilbyi
0,35498355,76,Cephalophus ogilbyi ogilbyi
0,35492169,77,Cephalophus nigrifrons
0,35498349,77,Cephalophus nigrifrons nigrifrons
0,35498354,78,Cephalophus nigrifrons rubidus
0,35492171,78,Cephalophus rubidus
0,35492168,80,Cephalophus natalensis
0,35498348,79,Cephalophus natalensis harveyi
0,35492163,79,Cephalophus harveyi
0,35498347,80,Cephalophus natalensis natalensis
0,35492165,81,Cephalophus leucogaster
0,35498345,81,Cephalophus leucogaster leucogaster
0,35492162,83,Cephalophus dorsalis
0,35498344,82,Cephalophus dorsalis castaneus
0,35498343,83,Cephalophus dorsalis dorsalis
0,35489879,84,Cephalophus niger
0,35489878,85,Cephalophus silvicultor
0,35498357,85,Cephalophus silvicultor silvicultor
0,35489880,86,Cephalophus zebra
0,35492079,87,Connochaetes taurinus
0,35498134,87,Connochaetes taurinus taurinus
0,35497751,88,Damaliscus superstes
0,35497750,89,Damaliscus korrigum
0,35498139,89,Damaliscus korrigum korrigum
0,35492080,90,Damaliscus pygargus
0,35498142,90,Damaliscus pygargus pygargus
0,35497798,91,Damaliscus dorcas
0,35498473,91,Damaliscus pygarus dorcas
0,35492086,92,Dorcatragus megalotis
0,35497754,93,Eudorcas thomsonii
0,35498154,93,Eudorcas thomsonii thomsonii
0,35492102,93,Gazella thomsonii
0,35497753,5027,Eudorcas rufina
0,35492097,5027,Gazella rufina
0,35497752,94,Eudorcas rufifrons
0,35498149,94,Eudorcas rufifrons rufifrons
0,35492096,94,Gazella rufifrons
0,35492087,96,Gazella arabica
0,35498157,95,Gazella arabica bilkis
0,35492089,95,Gazella bilkis
0,35498156,96,Gazella arabica arabica
0,35492088,98,Gazella bennettii
0,35498159,97,Gazella bennettii christii
0,35498158,98,Gazella bennettii bennettii
0,35492092,100,Gazella dorcas
0,35498166,99,Gazella dorcas isabella
0,35498164,100,Gazella dorcas dorcas
0,35492098,101,Gazella saudiya
0,35498476,101,Gazella dorcas saudiya
0,35492095,102,Gazella leptoceros
0,35498176,102,Gazella leptoceros leptoceros
0,35492093,103,Gazella gazella
0,35498170,103,Gazella gazella gazella
0,35492101,104,Gazella subgutturosa
0,35498178,104,Gazella subgutturosa subgutturosa
0,35497793,106,Hippotragus equinus
0,35498393,105,Hippotragus equinus cottoni
0,35498391,106,Hippotragus equinus equinus
0,35498392,107,Hippotragus equinus bakeri
0,35492178,108,Hippotragus niger
0,35498397,108,Hippotragus niger niger
0,35492177,109,Hippotragus leucophaeus
0,35492184,110,Kobus vardonii
0,35498428,110,Kobus vardonii vardonii
0,35489884,111,Kobus kob
0,35498416,111,Kobus kob kob
0,35498422,112,Kobus kob thomasi
0,35489883,115,Kobus ellipsiprymnus
0,35498410,113,Kobus ellipsiprymnus pallidus
0,35498406,114,Kobus ellipsiprymnus crawshayi
0,35498403,115,Kobus ellipsiprymnus ellipsiprymnus
0,35489882,116,Kobus leche
0,35498424,116,Kobus leche leche
0,35498426,117,Kobus leche robertsi
0,35492103,118,Litocranius walleri
0,35498182,118,Litocranius walleri walleri
0,35497789,119,Madoqua saltiana
0,35498190,119,Madoqua saltiana saltiana
0,35492105,120,Madoqua kirkii
0,35498186,120,Madoqua kirkii kirkii
0,35492104,121,Madoqua guentheri
0,35498184,121,Madoqua guentheri guentheri
0,35497767,122,Naemorhedus griseus
0,35498306,122,Naemorhedus griseus griseus
0,35492149,123,Naemorhedus goral
0,35498304,123,Naemorhedus goral goral
0,35492147,124,Naemorhedus baileyi
0,35492148,125,Naemorhedus caudatus
0,35497757,126,Nanger granti
0,35498198,126,Nanger granti granti
0,35492094,126,Gazella granti
0,35497756,127,Nanger dama
0,35498195,127,Nanger dama dama
0,35492091,127,Gazella dama
0,35497758,128,Nanger soemmerringii
0,35498203,128,Nanger soemmerringii soemmerringii
0,35492099,128,Gazella soemmerringii
0,35492109,129,Neotragus moschatus
0,35498206,129,Neotragus moschatus moschatus
0,35492108,130,Neotragus batesi
0,35492110,131,Neotragus pygmaeus
0,35489825,134,Oreamnos americanus
0,35498490,132,Oreamnos americanus montanus
0,35498485,133,Oreamnos americanus columbianus
0,35497771,135,Oryx beisa
0,35498401,135,Oryx beisa beisa
0,35492153,137,Ovis ammon
0,35498308,137,Ovis ammon ammon
0,35498456,136,Ovis ammon typica
0,35498316,138,Ovis ammon severtzovi
0,35498460,138,Ovis vignei severtzovi
0,35498315,139,Ovis ammon polii
0,35497797,139,Ovis polii
0,35498450,136,Ovis poli typica
0,35492154,140,Ovis nivicola
0,35498332,140,Ovis nivicola nivicola
0,35490145,142,Ovis aries
0,35498318,141,Ovis aries arkal
0,35498462,141,Ovis vignei arkal
0,35498317,142,Ovis aries aries
0,35498319,143,Ovis aries cycloceros
0,35498458,143,Ovis vignei cycloceros
0,35498323,144,Ovis aries vignei
0,35498465,144,Ovis vignei vignei
0,35492155,144,Ovis vignei
0,35498322,145,Ovis aries orientalis
0,35489961,145,Ovis orientalis
0,35490481,146,Ovis aries musimon
0,35497803,146,Aegoceros musimon
0,35489962,146,Ovis musimon musimon
0,35489960,146,Ovis musimon
0,35490482,147,Ovis aries ophion
0,35498479,147,Ovis orientalis ophion
0,35492188,147,Ovis ophion
0,35489963,147,Ovis musimon ophion
0,35489824,149,Ovis canadensis
0,35498327,148,Ovis canadensis mexicana
0,35498324,149,Ovis canadensis canadensis
0,35489823,150,Ovis dalli
0,35498330,150,Ovis dalli dalli
0,35492112,153,Ourebia ourebi
0,35498220,151,Ourebia ourebi montana
0,35498217,152,Ourebia ourebi gallarum
0,35498215,153,Ourebia ourebi ourebi
0,35492111,154,Oreotragus oreotragus
0,35498210,154,Oreotragus oreotragus oreotragus
0,35497770,156,Philantomba monticola
0,35498373,155,Philantomba monticola lugens
0,35498366,156,Philantomba monticola monticola
0,35498367,157,Philantomba monticola aequatorialis
0,35498368,158,Philantomba monticola anchietae
0,35498369,159,Philantomba monticola bicolor
0,35492167,156,Cephalophus monticola
0,35497769,160,Philantomba maxwellii
0,35498364,160,Philantomba maxwellii maxwellii
0,35492166,160,Cephalophus maxwellii
0,35492117,161,Raphicerus campestris
0,35498225,161,Raphicerus campestris campestris
0,35492187,164,Redunca redunca
0,35498439,162,Redunca redunca wardi
0,35498435,163,Redunca redunca cottoni
0,35498433,164,Redunca redunca redunca
0,35492186,165,Redunca fulvorufula
0,35498430,165,Redunca fulvorufula fulvorufula
0,55012879,5028,Rupicapra
0,35492159,166,Rupicapra rupicapra
0,35498338,166,Rupicapra rupicapra rupicapra
0,35492158,168,Rupicapra pyrenaica
0,35498337,167,Rupicapra pyrenaica ornata
0,35498474,167,Rupicapra rupicapra ornata
0,35498336,168,Rupicapra pyrenaica pyrenaica
0,35497759,169,Saiga borealis
0,35498229,169,Saiga borealis borealis
0,35498230,170,Saiga borealis mongolica
0,35498475,170,Saiga tatarica mongolica
0,35489877,171,Syncerus caffer
0,35498249,171,Syncerus caffer caffer
0,35498253,172,Syncerus caffer nanus
0,35489881,174,Sylvicapra grimmia
0,35498386,173,Sylvicapra grimmia nyansae
0,35498378,174,Sylvicapra grimmia grimmia
0,35492127,175,Tetracerus quadricornis
0,35498259,175,Tetracerus quadricornis quadricornis
0,35497802,5029,Vicugna pacos
0,35492030,5029,Lama pacos
0,54915353,5030,Lama
0,35492028,177,Lama glama
0,35497879,176,Lama glama guanicoe
0,35492029,176,Lama guanicoe
0,35497877,177,Lama glama glama
0,35492026,179,Camelus bactrianus
0,35497876,178,Camelus bactrianus ferus
0,35497786,178,Camelus ferus
0,35497875,179,Camelus bactrianus bactrianus
0,54932594,5031,Mazama
0,35497733,180,Mazama temama
0,35497976,180,Mazama temama temama
0,35497731,182,Mazama gouazoubira
0,35497975,181,Mazama gouazoubira tschudii
0,35497965,182,Mazama gouazoubira gouazoubira
0,35492067,184,Mazama americana
0,35497961,183,Mazama americana trinitatis
0,35497953,184,Mazama americana americana
0,35497743,5032,Rusa alfredi
0,35492046,5032,Cervus alfredi
0,35497746,185,Rusa unicolor
0,35498107,185,Rusa unicolor unicolor
0,35498108,186,Rusa unicolor brookei
0,35498112,187,Rusa unicolor hainana
0,35492051,185,Cervus unicolor
0,35497744,188,Rusa marianna
0,35498096,188,Rusa marianna marianna
0,35498099,189,Rusa marianna nigricans
0,35497745,191,Rusa timorensis
0,35498104,190,Rusa timorensis moluccensis
0,35498100,191,Rusa timorensis timorensis
0,35492050,191,Cervus timorensis
0,35497742,5033,Rucervus schomburgki
0,35492049,5033,Cervus schomburgki
0,35497740,192,Rucervus duvaucelii
0,35498090,192,Rucervus duvaucelii duvaucelii
0,35492047,192,Cervus duvaucelii
0,35497796,193,"Cervus eldi M'Clelland, 1842"
0,35497741,194,"Rucervus eldii (M'Clelland, 1842)"
0,35498093,194,"Rucervus eldii eldii (M'Clelland, 1842)"
0,35498094,195,Rucervus eldii siamensis
0,55006516,5034,Rangifer
0,35489819,200,Rangifer tarandus
0,35498035,196,Rangifer tarandus sibiricus
0,35498457,199,Rangifer tarandus groenlandicus
0,35498442,197,Rangifer tarandus arcticus
0,35494538,198,Rangifer tarandus groenlandicus
0,35492195,200,Rangifer tarandus tarandus
0,35492045,201,Cervus albirostris
0,35497739,201,Przewalskium albirostris
0,35492073,202,Ozotoceros bezoarticus
0,35498022,202,Ozotoceros bezoarticus bezoarticus
0,35489818,211,Odocoileus virginianus
0,35498021,203,Odocoileus virginianus yucatanensis
0,35498017,204,Odocoileus virginianus tropicalis
0,35498016,205,Odocoileus virginianus toltecus
0,35498015,206,Odocoileus virginianus thomasi
0,35498014,207,Odocoileus virginianus texanus
0,35497995,208,Odocoileus virginianus goudotii
0,35498001,209,Odocoileus virginianus mexicanus
0,35498000,210,Odocoileus virginianus margaritae
0,35489956,5035,Odocoileus virginianus leucurus
0,35490122,5035,Cervus leucurus
0,35489955,211,Odocoileus virginianus virginianus
0,35490121,211,Dama virginianus
0,35489817,215,Odocoileus hemionus
0,35497985,213,Odocoileus hemionus sheldoni
0,35497981,214,Odocoileus hemionus eremicus
0,35492194,215,Odocoileus hemionus hemionus
0,35492191,216,Odocoileus hemionus cerrosensis
0,35497737,5036,Muntiacus truongsonensis
0,35497776,5036,Caninmuntiacus truongsonensis
0,35492061,217,Muntiacus reevesi
0,35498087,217,Muntiacus reevesi reevesi
0,35492060,222,Muntiacus muntjak
0,35498081,218,Muntiacus muntjak malabaricus
0,35498083,219,Muntiacus muntjak montanus
0,35498084,220,Muntiacus muntjak nigripes
0,35498086,221,Muntiacus muntjak yunnanensis
0,35498076,222,Muntiacus muntjak muntjak
0,35492054,223,Hydropotes inermis
0,35498114,223,Hydropotes inermis inermis
0,35492055,224,Elaphodus cephalophus
0,35498072,224,Elaphodus cephalophus cephalophus
0,54853163,5037,Dama
0,35490142,225,Dama dama
0,35498070,225,Dama dama dama
0,35498071,226,Dama dama mesopotamica
0,35492052,226,Dama mesopotamica
0,35489816,227,Cervus nippon
0,35498054,227,Cervus nippon nippon
0,35489815,230,Cervus elaphus
0,35498040,228,Cervus elaphus atlanticus
0,35498042,229,Cervus elaphus canadensis
0,35497782,229,Cervus canadensis
0,35489952,230,Cervus elaphus elaphus
0,54826858,5038,Capreolus
0,35492064,231,Capreolus pygargus
0,35497949,231,Capreolus pygargus pygargus
0,35497952,232,Capreolus pygargus ochraceus
0,35492063,233,Capreolus capreolus
0,35497945,233,Capreolus capreolus capreolus
0,54816677,5039,Blastocerus
0,35492044,235,Axis porcinus
0,35498038,234,Axis porcinus annamiticus
0,35498037,235,Axis porcinus porcinus
0,35492042,236,Axis calamianensis
0,35498481,236,Axis porcinus calamianensis
0,35497729,242,Alces americanus
0,35497943,242,Alces americanus americanus
0,35497807,237,Alces pfizenmayeri
0,35498494,238,Alces alces gigas
0,35498493,239,Alces alces andersoni
0,35498492,240,Alces alces americana
0,35497808,238,Alces gigas
0,35498499,239,Alces americana andersoni
0,35498498,241,Alces americanus shirasi
0,35498497,237,Alces alces pfizenmayeri
0,35498495,241,Alces alces shirasi
0,35497944,243,Alces americanus cameloides
0,35497806,243,Cervus cameloides
0,35498496,243,Alces alces cameloides
0,35497804,242,Cervus americanus
0,35489820,244,Alces alces
0,35497941,244,Alces alces alces
0,35497805,244,Cervus alces
0,35492037,245,Okapia johnstoni
0,54885283,5040,Giraffa
0,35509474,247,Giraffa giraffa
0,35509478,246,Giraffa giraffa angolensis
0,35509481,246,Giraffa camelopardalis angolensis
0,35509477,247,Giraffa giraffa giraffa
0,35498121,247,Giraffa camelopardalis giraffa
0,35509476,248,Giraffa reticulata
0,35498117,248,Giraffa camelopardalis reticulata
0,35509475,249,Giraffa tippelskirchi
0,35498120,249,Giraffa camelopardalis tippelskirchi
0,35492036,251,Giraffa camelopardalis
0,35498116,251,Giraffa camelopardalis camelopardalis
0,35498118,250,Giraffa camelopardalis rothschildi
0,35492024,252,Hippopotamus amphibius
0,35497872,252,Hippopotamus amphibius amphibius
0,35492022,253,Hexaprotodon liberiensis
0,35497870,253,Hexaprotodon liberiensis liberiensis
0,35492023,254,Hexaprotodon madagascariensis
0,35497727,255,Moschus cupreus
0,35492041,256,Moschus moschiferus
0,35497936,256,Moschus moschiferus moschiferus
0,35492040,257,Moschus fuscus
0,35492039,258,Moschus chrysogaster
0,35497934,258,Moschus chrysogaster chrysogaster
0,35492038,259,Moschus berezovskii
0,35497930,259,Moschus berezovskii berezovskii
0,35497791,260,Sus verrucosus
0,35497849,260,Sus verrucosus verrucosus
0,35492017,261,Sus philippensis
0,35497831,261,Sus philippensis philippensis
0,35492012,262,Sus barbatus
0,35497824,262,Sus barbatus barbatus
0,35492015,264,Sus celebensis
0,35497830,263,Sus celebensis timoriensis
0,35492019,263,Sus timoriensis
0,35497828,264,Sus celebensis celebensis
0,35492014,265,Sus cebifrons
0,35497826,265,Sus cebifrons cebifrons
0,35489829,266,Sus scrofa
0,35497833,266,Sus scrofa scrofa
0,35497839,267,Sus scrofa libycus
0,35497842,268,Sus scrofa moupinensis
0,35497788,269,Sus domesticus
0,35492010,270,Potamochoerus larvatus
0,35497818,270,Potamochoerus larvatus larvatus
0,35497823,271,Potamochoerus larvatus somaliensis
0,54979500,5041,Phacochoerus
0,35492008,272,Phacochoerus africanus
0,35497814,272,Phacochoerus africanus africanus
0,35492007,273,Phacochoerus aethiopicus
0,35497812,273,Phacochoerus aethiopicus aethiopicus
0,35492009,274,Hylochoerus meinertzhageni
0,35497809,274,Hylochoerus meinertzhageni meinertzhageni
0,35494861,5042,Neamblysomus julianae
0,35494179,5042,Amblysomus julianae
0,35494860,5043,Neamblysomus gunningi
0,35494176,5043,Amblysomus gunningi
0,35494193,275,Eremitalpa granti
0,35494973,275,Eremitalpa granti granti
0,35494191,276,Cryptochloris wintoni
0,35494184,277,Chlorotalpa sclateri
0,35494961,277,Chlorotalpa sclateri sclateri
0,35494964,278,Chlorotalpa sclateri shortridgei
0,35494963,279,Chlorotalpa sclateri montana
0,54836677,5044,Chrysochloris
0,35494187,280,Chrysochloris stuhlmanni
0,35494965,280,Chrysochloris stuhlmanni stuhlmanni
0,35494190,281,Chrysospalax villosus
0,35494967,281,Chrysospalax villosus villosus
0,35494972,282,Chrysospalax villosus transvaalensis
0,35494971,283,Chrysospalax villosus rufus
0,35494853,5045,Carpitalpa arendsi
0,35494181,5045,Chlorotalpa arendsi
0,54823470,5046,Calcochloris
0,35494859,284,Calcochloris tytonis
0,35494185,284,Chlorotalpa tytonis
0,35494858,285,Calcochloris leucorhinus
0,35494982,285,Calcochloris leucorhinus leucorhinus
0,35494180,286,Calcochloris obtusirostris
0,35494984,286,Calcochloris obtusirostris obtusirostris
0,35494986,287,Calcochloris obtusirostris limpopoensis
0,35494854,288,Amblysomus corriae
0,35494975,288,Amblysomus corriae corriae
0,35494857,289,Amblysomus septentrionalis
0,35494856,290,Amblysomus robustus
0,35494177,291,Amblysomus hottentotus
0,35494977,291,Amblysomus hottentotus hottentotus
0,35494978,292,Amblysomus hottentotus iris
0,35494178,292,Amblysomus iris
0,35494981,293,Amblysomus hottentotus meesteri
0,35494175,294,Tenrec ecaudatus
0,35494174,295,Setifer setosus
0,35494171,296,Potamogale velox
0,35494168,297,Oryzorictes tetradactylus
0,35494848,298,Microgale monticola
0,35494850,299,Microgale soricoides
0,35494157,300,Microgale dryas
0,35494163,301,Microgale pusilla
0,35494165,302,Microgale thomasi
0,35494158,303,Microgale gracilis
0,35494160,304,Microgale parvula
0,35494169,305,Micropotamogale lamottei
0,35494170,306,Micropotamogale ruwenzorii
0,35494852,307,Hemicentetes nigriceps
0,35494173,308,Hemicentetes semispinosus
0,35494152,310,Geogale aurita
0,35494526,309,Geogale aurita orientalis
0,35494525,310,Geogale aurita aurita
0,35491005,312,Orycteropus afer
0,35496572,311,Orycteropus afer leptodon
0,35496565,312,Orycteropus afer afer
0,35494388,313,Suncus hosei
0,35494394,314,Suncus montanus
0,35495252,314,Suncus montanus montanus
0,35494954,5047,Suncus megalura
0,35494406,5047,Sylvisorex megalura
0,35489316,315,Suncus murinus
0,35494402,316,Sylvisorex howelli
0,35495256,316,Sylvisorex howelli howelli
0,35494401,317,Sylvisorex granti
0,35495254,317,Sylvisorex granti granti
0,35494485,318,Soriculus nigrescens
0,35495251,318,Soriculus nigrescens nigrescens
0,35495250,319,Soriculus nigrescens minor
0,55024577,5048,Sorex
0,35494952,320,Sorex veraecrucis
0,35495244,320,Sorex veraecrucis veraecrucis
0,35494949,321,Sorex bairdi
0,35495165,321,Sorex bairdi bairdi
0,35490176,322,Sorex bairdii
0,35494451,325,Sorex gracillimus
0,35495188,323,Sorex gracillimus minor
0,35495186,324,Sorex gracillimus granti
0,35495185,325,Sorex gracillimus gracillimus
0,35494448,326,Sorex daphaenodon
0,35495178,326,Sorex daphaenodon daphaenodon
0,35494446,327,Sorex coronatus
0,35494458,328,Sorex milleri
0,35494457,329,Sorex macrodon
0,35489325,330,Sorex vagrans
0,35495241,330,Sorex vagrans vagrans
0,35489326,331,Sorex palustris
0,35495224,331,Sorex palustris palustris
0,35489324,332,Sorex jacksoni
0,35489322,333,Sorex cinereus
0,35495171,333,Sorex cinereus cinereus
0,35495172,334,Sorex cinereus fontinalis
0,35489299,334,Sorex fontinalis
0,35489293,335,Sorex longirostris
0,35489295,335,Sorex longirostris longirostris
0,35489294,336,Sorex longirostris fisheri
0,35489967,336,Sorex fisheri
0,35489292,337,Sorex arcticus
0,35495163,337,Sorex arcticus arcticus
0,35489300,338,Sorex fumeus
0,35495183,338,Sorex fumeus fumeus
0,35489297,339,Sorex bendirii
0,35495168,339,Sorex bendirii bendirii
0,35489298,340,Sorex dispar
0,35495182,340,Sorex dispar dispar
0,35489308,341,Sorex nanus
0,35489307,343,Sorex monticolus
0,35495204,342,Sorex monticolus obscurus
0,35494527,343,Sorex monticolus monticolus
0,35489310,344,Sorex pacificus
0,35495217,344,Sorex pacificus pacificus
0,35495216,345,Sorex pacificus cascadensis
0,35489309,346,Sorex ornatus
0,35494528,346,Sorex ornatus ornatus
0,35489303,347,Sorex hoyi
0,35495192,347,Sorex hoyi hoyi
0,35495195,348,Sorex hoyi winnemana
0,35500697,348,Microsorex winnemana
0,35500704,348,Microsorex hoyi winnemana
0,35489315,347,Microsorex hoyi
0,35500701,349,Sorex merriami leucogenys
0,35489313,351,Sorex trowbridgii
0,35495236,350,Sorex trowbridgii mariposae
0,35495238,351,Sorex trowbridgii trowbridgii
0,35490178,352,Sorex sonomae
0,35495232,352,Sorex sonomae sonomae
0,35490486,353,Sorex neomexicanus
0,35494529,353,Sorex monticolus neomexicanus
0,35495285,353,Sorex obscurus neomexicanus
0,35494477,354,Sorex veraepacis
0,35495247,354,Sorex veraepacis veraepacis
0,35494478,355,Sorex volnuchini
0,35495249,355,Sorex volnuchini volnuchini
0,35494471,357,Sorex shinto
0,35495229,356,Sorex shinto sadonis
0,35494466,356,Sorex sadonis
0,35495231,357,Sorex shinto shinto
0,35494469,358,Sorex saussurei
0,35495228,358,Sorex saussurei saussurei
0,35494470,359,Sorex sclateri
0,35494462,360,Sorex planiceps
0,35494371,361,Myosorex longicaudatus
0,35495125,361,Myosorex longicaudatus longicaudatus
0,35494433,362,Megasorex gigas
0,35494933,5049,Episoriculus macrurus
0,35494484,5049,Soriculus macrurus
0,35494932,364,Episoriculus leucops
0,35495111,363,Episoriculus leucops baileyi
0,35495112,364,Episoriculus leucops leucops
0,35494483,364,Soriculus leucops
0,35494931,5050,Episoriculus fumidus
0,35494480,5050,Soriculus fumidus
0,35494930,365,Episoriculus caudatus
0,35495108,365,Episoriculus caudatus caudatus
0,35494479,365,Soriculus caudatus
0,35494332,367,Crocidura russula
0,35495088,366,Crocidura russula osorio
0,35494315,366,Crocidura osorio
0,35495091,367,Crocidura russula russula
0,35494336,368,Crocidura sicula
0,35495098,368,Crocidura sicula sicula
0,35494338,369,Crocidura smithii
0,35495100,369,Crocidura smithii smithii
0,35494308,370,Crocidura nigripes
0,35495060,370,Crocidura nigripes nigripes
0,35494313,371,Crocidura olivieri
0,35495076,371,Crocidura olivieri olivieri
0,35495074,372,Crocidura olivieri occidentalis
0,35494316,373,Crocidura palawanensis
0,35494305,374,Crocidura nicobarica
0,35494290,375,Crocidura mariquensis
0,35495056,375,Crocidura mariquensis mariquensis
0,35494287,376,Crocidura malayana
0,35494279,377,Crocidura longipes
0,35494271,378,Crocidura lamottei
0,35495055,378,Crocidura lamottei lamottei
0,35495054,379,Crocidura lamottei elegans
0,35494258,380,Crocidura grandis
0,35494260,381,Crocidura grayi
0,35494255,382,Crocidura goliath
0,35495052,382,Crocidura goliath goliath
0,35494250,383,Crocidura fuliginosa
0,35495051,383,Crocidura fuliginosa fuliginosa
0,35494236,384,Crocidura denti
0,35494888,385,Crocidura brunnea
0,35495045,385,Crocidura brunnea brunnea
0,35494890,388,Crocidura foetida
0,35495049,386,Crocidura foetida kelabit
0,35495047,387,Crocidura foetida doriae
0,35495048,388,Crocidura foetida foetida
0,35494903,389,Crocidura rapax
0,35495085,389,Crocidura rapax rapax
0,35494904,390,Crocidura shantungensis
0,35495094,390,Crocidura shantungensis shantungensis
0,35494901,391,Crocidura orientalis
0,35495082,391,Crocidura orientalis orientalis
0,35494219,392,Crocidura attenuata
0,35494427,5051,Cryptotis meridensis
0,35500700,5051,Blarina meridensis
0,35494424,393,Cryptotis gracilis
0,35494422,394,Cryptotis goldmani
0,35495101,394,Cryptotis goldmani goldmani
0,35494432,395,Cryptotis thomasi
0,35494430,396,Cryptotis nigrescens
0,35494428,397,Cryptotis mexicana
